GeneID,Length,I6_1,I6_2,I6_3,Con_1,Con_2,Con_3,logFC,Pvalue,FDR,Up/Down-Regulation,Gene_name,NR_ID,NR_annotation,GO_ID,GO_term,KO_ID,KO_gene,KO_Hyperlink,KEGG_Pathway,Pathway_ID,KOG_ID,KOG_annotation,Swiss-Prot_ID,Swiss-Prot_annotation
MYO5A,11015,4.63,5.17,5.15,2.49,3.87,2.32,0.744064412,3.23E-06,3.23E-06,*,MYO5A,EAW77450.1;NP_001398064.1;XP_047288496.1;XP_009427420.3;NP_001369278.1;NP_001369276.1;XP_047288500.1;NP_001369277.1;XP_009427419.3;EAW77451.1;Q9Y4I1.2;NP_001135967.2;XP_009427421.3,"myosin VA (heavy polypeptide 12, myoxin), isoform CRA_d [Homo sapiens];unconventional myosin-Va isoform 6 [Homo sapiens];unconventional myosin-Va isoform X1 [Homo sapiens];unconventional myosin-Va isoform X4 [Pan troglodytes];unconventional myosin-Va isoform 5 [Homo sapiens];unconventional myosin-Va isoform 3 [Homo sapiens];unconventional myosin-Va isoform X4 [Homo sapiens];unconventional myosin-Va isoform 4 [Homo sapiens];unconventional myosin-Va isoform X2 [Pan troglodytes];myosin VA (heavy polypeptide 12, myoxin), isoform CRA_e [Homo sapiens];RecName: Full=Unconventional myosin-Va; AltName: Full=Dilute myosin heavy chain, non-muscle; AltName: Full=Myosin heavy chain 12; AltName: Full=Myosin-12; AltName: Full=Myoxin [Homo sapiens];unconventional myosin-Va isoform 2 [Homo sapiens];unconventional myosin-Va isoform X5 [Pan troglodytes]",GO:0070062;GO:0006892;GO:0005829;GO:0016192;GO:0031267;GO:0016020;GO:0005737;GO:0015031;GO:0032593;GO:0030426;GO:0015629;GO:0007015;GO:0051015;GO:0003723;GO:0001726;GO:0005516;GO:0005524;GO:0032402;GO:0072659;GO:0000146;GO:0030050;GO:0030898;GO:0016459;GO:0042470;GO:0003774;GO:0030048;GO:0032433;GO:0032869;GO:0043005,extracellular exosome;post-Golgi vesicle-mediated transport;cytosol;vesicle-mediated transport;small GTPase binding;membrane;cytoplasm;protein transport;insulin-responsive compartment;growth cone;actin cytoskeleton;actin filament organization;actin filament binding;RNA binding;ruffle;calmodulin binding;ATP binding;melanosome transport;protein localization to plasma membrane;microfilament motor activity;vesicle transport along actin filament;microfilament motor activity;myosin complex;melanosome;cytoskeletal motor activity;actin filament-based movement;filopodium tip;cellular response to insulin stimulus;neuron projection,K10357,MYO5,http://www.genome.jp/dbget-bin/www_bget?ko:K10357,Pathogenic Escherichia coli infection,ko05130,KOG0160,Myosin class V heavy chain,sp|Q9Y4I1|MYO5A_HUMAN,Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2
MYO5C,6942,4.38,4.36,4.35,1.8,3.61,2.47,0.667246433,0.001830203,0.001830203,*,MYO5C,XP_016877897.1;NP_061198.2;XP_011520083.1,unconventional myosin-Vc isoform X2 [Homo sapiens];unconventional myosin-Vc [Homo sapiens];unconventional myosin-Vc isoform X1 [Homo sapiens],GO:0015629;GO:0007015;GO:0051015;GO:0005516;GO:0005524;GO:0005737;GO:0070062;GO:0000146;GO:0030050;GO:0031982;GO:0030898;GO:0016459,actin cytoskeleton;actin filament organization;actin filament binding;calmodulin binding;ATP binding;cytoplasm;extracellular exosome;microfilament motor activity;vesicle transport along actin filament;vesicle;microfilament motor activity;myosin complex,K10357,MYO5,http://www.genome.jp/dbget-bin/www_bget?ko:K10357,Pathogenic Escherichia coli infection,ko05130,KOG0160,Myosin class V heavy chain,sp|Q9NQX4|MYO5C_HUMAN,Unconventional myosin-Vc OS=Homo sapiens OX=9606 GN=MYO5C PE=1 SV=2
MYO6,8519,6.51,6.38,6.29,3.39,5.11,3.64,0.602569374,8.85E-06,8.85E-06,*,MYO6,XP_005248778.1;XP_005248781.1;NP_001355065.1;AAK00229.1;NP_001355068.1;XP_016866388.1;NP_001355067.1;NP_001355794.1;NP_001355066.1;XP_005248779.1;NP_001355795.1;NP_001287828.1,unconventional myosin-VI isoform X3 [Homo sapiens];unconventional myosin-VI isoform X6 [Homo sapiens];unconventional myosin-VI isoform 3 [Homo sapiens];myosin VI [Homo sapiens];unconventional myosin-VI isoform 6 [Homo sapiens];unconventional myosin-VI isoform X7 [Homo sapiens];unconventional myosin-VI isoform 5 [Homo sapiens];unconventional myosin-VI isoform 7 [Homo sapiens];unconventional myosin-VI isoform 4 [Homo sapiens];unconventional myosin-VI isoform X4 [Homo sapiens];unconventional myosin-VI isoform 8 [Homo sapiens];unconventional myosin-VI isoform 2 [Homo sapiens],GO:0060001;GO:0005654;GO:0016461;GO:0030330;GO:0005905;GO:0003779;GO:0003774;GO:0051046;GO:0005902;GO:0030048;GO:0005634;GO:0005886;GO:0005884;GO:0030175;GO:0030136;GO:0006886;GO:0042472;GO:0000146;GO:0043531;GO:0030050;GO:0031965;GO:0005765;GO:0031982;GO:0006897;GO:0032587;GO:0030898;GO:0016459;GO:0005829;GO:0042491;GO:0048471;GO:0005737;GO:0016020;GO:0030139;GO:0070062;GO:0005794;GO:0015629;GO:0051015;GO:0030665;GO:0007015;GO:0005516;GO:0001726;GO:0031410;GO:0031941;GO:0005524;GO:0015031;GO:0042802;GO:0005938;GO:0045944;GO:0016591;GO:0007605,"minus-end directed microfilament motor activity;nucleoplasm;unconventional myosin complex;DNA damage response, signal transduction by p53 class mediator;clathrin-coated pit;actin binding;cytoskeletal motor activity;regulation of secretion;microvillus;actin filament-based movement;nucleus;plasma membrane;actin filament;filopodium;clathrin-coated vesicle;intracellular protein transport;inner ear morphogenesis;microfilament motor activity;ADP binding;vesicle transport along actin filament;nuclear membrane;lysosomal membrane;vesicle;endocytosis;ruffle membrane;microfilament motor activity;myosin complex;cytosol;inner ear auditory receptor cell differentiation;perinuclear region of cytoplasm;cytoplasm;membrane;endocytic vesicle;extracellular exosome;Golgi apparatus;actin cytoskeleton;actin filament binding;clathrin-coated vesicle membrane;actin filament organization;calmodulin binding;ruffle;cytoplasmic vesicle;filamentous actin;ATP binding;protein transport;identical protein binding;cell cortex;positive regulation of transcription by RNA polymerase II;RNA polymerase II, holoenzyme;sensory perception of sound",K10358,MYO6,http://www.genome.jp/dbget-bin/www_bget?ko:K10358,Pathogenic Escherichia coli infection;Salmonella infection,"ko05130,ko05132",KOG0163,Myosin class VI heavy chain,sp|Q9UM54|MYO6_HUMAN,Unconventional myosin-VI OS=Homo sapiens OX=9606 GN=MYO6 PE=1 SV=4
MYO9A,12221,1.78,2.01,2.11,0.68,1.66,0.79,0.883206339,0.002257528,0.002257528,*,MYO9A,XP_011519915.1;XP_011519921.1;XP_011519920.1;NP_008832.2;XP_006720602.1;XP_011519922.1;XP_011519919.1;XP_006720602.1;XP_016877719.1;XP_011519923.1;XP_011519924.1,unconventional myosin-IXa isoform X1 [Homo sapiens];unconventional myosin-IXa isoform X5 [Homo sapiens];unconventional myosin-IXa isoform X3 [Homo sapiens];unconventional myosin-IXa [Homo sapiens];unconventional myosin-IXa isoform X4 [Homo sapiens];unconventional myosin-IXa isoform X6 [Homo sapiens];unconventional myosin-IXa isoform X2 [Homo sapiens];unconventional myosin-IXa isoform X4 [Homo sapiens] &gt;XP_047288505.1 unconventional myosin-IXa isoform X4 [Homo sapiens] &gt;XP_047288506.1 unconventional myosin-IXa isoform X4 [Homo sapiens];unconventional myosin-IXa isoform X9 [Homo sapiens];unconventional myosin-IXa isoform X7 [Homo sapiens];unconventional myosin-IXa isoform X8 [Homo sapiens],GO:0045202;GO:0005524;GO:0046872;GO:0030426;GO:0005737;GO:0016021;GO:0005829;GO:0044295;GO:0150011;GO:0016459;GO:0035556;GO:0045198;GO:0003779;GO:0003774;GO:0043547;GO:0051056;GO:0016461;GO:0005096;GO:0034329;GO:0007601,synapse;ATP binding;metal ion binding;growth cone;cytoplasm;integral component of membrane;cytosol;axonal growth cone;regulation of neuron projection arborization;myosin complex;intracellular signal transduction;establishment of epithelial cell apical/basal polarity;actin binding;cytoskeletal motor activity;positive regulation of GTPase activity;regulation of small GTPase mediated signal transduction;unconventional myosin complex;GTPase activator activity;cell junction assembly;visual perception,K10360,MYO9,http://www.genome.jp/dbget-bin/www_bget?ko:K10360,-,-,KOG4229,"Myosin VII, myosin IXB and related myosins",sp|B2RTY4|MYO9A_HUMAN,Unconventional myosin-IXa OS=Homo sapiens OX=9606 GN=MYO9A PE=1 SV=2
N4BP2,4615,2.01,1.52,1.09,0.3,1.18,0.74,0.989774763,0.023824678,0.023824678,*,N4BP2,BAA91748.1;XP_016863886.1;NP_060647.2;EAW92959.1;XP_011512018.1,"unnamed protein product, partial [Homo sapiens];NEDD4-binding protein 2 isoform X2 [Homo sapiens];NEDD4-binding protein 2 isoform 1 [Homo sapiens];Nedd4 binding protein 2, isoform CRA_c [Homo sapiens];NEDD4-binding protein 2 isoform X1 [Homo sapiens]",GO:0043130;GO:0004519;GO:0005524;GO:0005829;GO:0046404,ubiquitin binding;endonuclease activity;ATP binding;cytosol;polydeoxyribonucleotide 5'-hydroxyl-kinase activity,K15720,N4BP2,http://www.genome.jp/dbget-bin/www_bget?ko:K15720,-,-,KOG2401,Predicted MutS-related protein involved in mismatch repair,sp|Q86UW6|N4BP2_HUMAN,NEDD4-binding protein 2 OS=Homo sapiens OX=9606 GN=N4BP2 PE=1 SV=2
NAA30,7600,4.7,4.83,4.71,2.43,3.66,2.29,0.706622726,2.90E-05,2.90E-05,*,NAA30,NP_001011713.2,N-alpha-acetyltransferase 30 [Homo sapiens],GO:0005829;GO:0005844;GO:0004596;GO:0017196;GO:0031417;GO:0005634,cytosol;polysome;peptide alpha-N-acetyltransferase activity;N-terminal peptidyl-methionine acetylation;NatC complex;nucleus,K00670,"NAA30,MAK3",http://www.genome.jp/dbget-bin/www_bget?ko:K00670,-,-,KOG3139,N-acetyltransferase,sp|Q147X3|NAA30_HUMAN,N-alpha-acetyltransferase 30 OS=Homo sapiens OX=9606 GN=NAA30 PE=1 SV=1
NAA50,6111,23.86,23.9,23.9,13.61,17.71,13.24,0.622296316,9.85E-11,9.85E-11,*,NAA50,EDK98033.1,"N-acetyltransferase 13, isoform CRA_c, partial [Mus musculus]",GO:0008080;GO:0010485;GO:0007064;GO:0071962;GO:0006474;GO:0005634;GO:0070062;GO:0005829;GO:0052858;GO:0005737;GO:0031415;GO:0016573;GO:0004596;GO:0034087,"N-acetyltransferase activity;H4 histone acetyltransferase activity;mitotic sister chromatid cohesion;mitotic sister chromatid cohesion, centromeric;N-terminal protein amino acid acetylation;nucleus;extracellular exosome;cytosol;peptidyl-lysine acetyltransferase activity;cytoplasm;NatA complex;histone acetylation;peptide alpha-N-acetyltransferase activity;establishment of mitotic sister chromatid cohesion",K20793,"NAA50,NAT5",http://www.genome.jp/dbget-bin/www_bget?ko:K20793,-,-,KOG3138,Predicted N-acetyltransferase,sp|Q0IIJ0|NAA50_BOVIN,N-alpha-acetyltransferase 50 OS=Bos taurus OX=9913 GN=NAA50 PE=2 SV=1
NAPEPLD,4407,1.36,1.13,1.22,0.7,0.96,0.86,0.673066167,0.006520031,0.006520031,*,NAPEPLD,XP_019510659.1;KAF6086438.1;NP_001373134.1;NP_001373118.1;NP_001116310.1;NP_001373139.1;XP_011728856.1;BAG65422.1,PREDICTED: N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform X2 [Hipposideros armiger];N-acyl phosphatidylethanolamine phospholipase D [Phyllostomus discolor];N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform 2 [Homo sapiens];N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform 4 [Homo sapiens];N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform 1 [Homo sapiens];N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform 3 [Homo sapiens];N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D isoform X3 [Macaca nemestrina];unnamed protein product [Homo sapiens],GO:0048874;GO:0005654;GO:0090336;GO:0042622;GO:1903999;GO:0005635;GO:0008270;GO:0043227;GO:0005737;GO:0007568;GO:0070292;GO:0005794;GO:0070062;GO:0000139;GO:0005769;GO:0031901;GO:0001659;GO:0070291;GO:0050729;GO:0009395;GO:0102200;GO:0001523;GO:0042802;GO:0070290;GO:0032052;GO:0035900,host-mediated regulation of intestinal microbiota composition;nucleoplasm;positive regulation of brown fat cell differentiation;photoreceptor outer segment membrane;negative regulation of eating behavior;nuclear envelope;zinc ion binding;membrane-bounded organelle;cytoplasm;aging;N-acylphosphatidylethanolamine metabolic process;Golgi apparatus;extracellular exosome;Golgi membrane;early endosome;early endosome membrane;temperature homeostasis;N-acylethanolamine metabolic process;positive regulation of inflammatory response;phospholipid catabolic process;N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity;retinoid metabolic process;identical protein binding;N-acylphosphatidylethanolamine-specific phospholipase D activity;bile acid binding;response to isolation stress,K13985,NAPEPLD,http://www.genome.jp/dbget-bin/www_bget?ko:K13985,Retrograde endocannabinoid signaling,ko04723,KOG3798,Predicted Zn-dependent hydrolase (beta-lactamase superfamily),sp|Q6IQ20|NAPEP_HUMAN,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens OX=9606 GN=NAPEPLD PE=1 SV=2
NARS1,2761,25.99,25.87,26.92,14.21,18.77,15.1,0.642908207,4.71E-10,4.71E-10,*,NARS1,XP_023074115.1;XP_023074116.1,"asparagine--tRNA ligase, cytoplasmic isoform X1 [Piliocolobus tephrosceles];asparagine--tRNA ligase, cytoplasmic isoform X2 [Piliocolobus tephrosceles]",GO:0016477;GO:0006421;GO:0046983;GO:0006418;GO:0003676;GO:0070062;GO:0004812;GO:0005829;GO:0031728;GO:0005737;GO:0004816;GO:0005524,cell migration;asparaginyl-tRNA aminoacylation;protein dimerization activity;tRNA aminoacylation for protein translation;nucleic acid binding;extracellular exosome;aminoacyl-tRNA ligase activity;cytosol;CCR3 chemokine receptor binding;cytoplasm;asparagine-tRNA ligase activity;ATP binding,K01893,"NARS,asnS",http://www.genome.jp/dbget-bin/www_bget?ko:K01893,Aminoacyl-tRNA biosynthesis,ko00970,KOG0555,Asparaginyl-tRNA synthetase,sp|O43776|SYNC_HUMAN,"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1"
NAV3,5826,4.64,4.41,4,2.36,4.4,2.52,0.742172078,0.000268151,0.000268151,*,NAV3,XP_011537243.1;XP_008956586.1;XP_016875658.1;NP_001019554.1;XP_016875662.1;XP_016875660.1;XP_011537246.1;XP_016875657.1;XP_016875661.1;XP_005269272.1;XP_016875659.1;XP_011537242.1;XP_016875654.1;BAE24660.1;XP_009424162.2;XP_016875653.1;XP_024112621.1;XP_034792157.1;XP_016875664.1;XP_016875656.1;NP_055718.4;XP_016875655.1,"neuron navigator 3 isoform X5 [Homo sapiens];neuron navigator 3 isoform X3 [Pan paniscus];neuron navigator 3 isoform X9 [Homo sapiens];neuron navigator 3 isoform 1 [Homo sapiens];neuron navigator 3 isoform X14 [Homo sapiens];neuron navigator 3 isoform X12 [Homo sapiens];neuron navigator 3 isoform X10 [Homo sapiens];neuron navigator 3 isoform X8 [Homo sapiens];neuron navigator 3 isoform X13 [Homo sapiens];neuron navigator 3 isoform X3 [Homo sapiens];neuron navigator 3 isoform X11 [Homo sapiens];neuron navigator 3 isoform X4 [Homo sapiens];neuron navigator 3 isoform X2 [Homo sapiens];unnamed protein product, partial [Mus musculus];neuron navigator 3 isoform X5 [Pan troglodytes];neuron navigator 3 isoform X1 [Homo sapiens];neuron navigator 3 isoform X6 [Pongo abelii];neuron navigator 3 isoform X4 [Pan paniscus];neuron navigator 3 isoform X16 [Homo sapiens];neuron navigator 3 isoform X7 [Homo sapiens];neuron navigator 3 isoform 2 [Homo sapiens];neuron navigator 3 isoform X6 [Homo sapiens]",GO:0031116;GO:0008017;GO:0007399;GO:0016887;GO:1990752;GO:0005640;GO:0007026;GO:0030336;GO:0005524;GO:0032703;GO:0022008,positive regulation of microtubule polymerization;microtubule binding;nervous system development;ATP hydrolysis activity;microtubule end;nuclear outer membrane;negative regulation of microtubule depolymerization;negative regulation of cell migration;ATP binding;negative regulation of interleukin-2 production;neurogenesis,K23919,NAV3,http://www.genome.jp/dbget-bin/www_bget?ko:K23919,-,-,-,-,sp|Q8IVL0|NAV3_HUMAN,Neuron navigator 3 OS=Homo sapiens OX=9606 GN=NAV3 PE=1 SV=3
NBEA,10262,0.8,0.57,0.42,0.14,0.32,0.28,0.746756054,0.036294438,0.036294438,*,NBEA,XP_005266403.1;XP_016780657.1;XP_011533349.1;XP_011533348.1;XP_006719866.1;NP_001366174.1;NP_001371941.1;XP_016876034.1;XP_006719868.1;XP_006719869.1;NP_056493.3;XP_008950486.2,neurobeachin isoform X6 [Homo sapiens];neurobeachin isoform X3 [Pan troglodytes];neurobeachin isoform X11 [Homo sapiens];neurobeachin isoform X10 [Homo sapiens];neurobeachin isoform X3 [Homo sapiens];neurobeachin isoform 3 [Homo sapiens];neurobeachin isoform 4 [Homo sapiens];neurobeachin isoform X7 [Homo sapiens];neurobeachin isoform X12 [Homo sapiens];neurobeachin isoform X5 [Homo sapiens];neurobeachin isoform 1 [Homo sapiens];neurobeachin isoform X6 [Pan paniscus],GO:0005802;GO:0008104;GO:0005829;GO:0016020;GO:0005634;GO:0005886;GO:0012505;GO:0019901;GO:0061484,trans-Golgi network;protein localization;cytosol;membrane;nucleus;plasma membrane;endomembrane system;protein kinase binding;hematopoietic stem cell homeostasis,K24183,NBEA,http://www.genome.jp/dbget-bin/www_bget?ko:K24183,-,-,KOG1787,Kinase A-anchor protein Neurobeachin and related BEACH and WD40 repeat proteins,sp|Q8NFP9|NBEA_HUMAN,Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=3
NBPF10,914,35.59,106.84,117.26,45.3,44.38,48.04,0.810059372,1.68E-06,1.68E-06,*,NBPF10,KAI2518861.1;AAO15400.1;AAD20027.1;NP_001034792.4;NP_001289300.1;BAG62418.1,"NBPF member 19, partial [Homo sapiens] &gt;KAI4082382.1 NBPF member 19, partial [Homo sapiens];AG4, partial [Homo sapiens];Unknown, partial [Homo sapiens];neuroblastoma breakpoint family member 10 isoform b [Homo sapiens];neuroblastoma breakpoint family member 10 isoform a [Homo sapiens];unnamed protein product [Homo sapiens]",GO:0005737,cytoplasm,-,-,-,-,-,-,-,sp|Q6P3W6|NBPFA_HUMAN;sp|P0DPF3|NBPF9_HUMAN;sp|Q5TI25|NBPFE_HUMAN;sp|A0A087WUL8|NBPFJ_HUMAN,NBPF family member NBPF10 OS=Homo sapiens OX=9606 GN=NBPF10 PE=3 SV=3;NBPF family member NBPF9 OS=Homo sapiens OX=9606 GN=NBPF9 PE=2 SV=1;NBPF family member NBPF14 OS=Homo sapiens OX=9606 GN=NBPF14 PE=1 SV=3;Neuroblastoma breakpoint family member 19 OS=Homo sapiens OX=9606 GN=NBPF19 PE=5 SV=1
NBPF14,986,304.52,199.74,140.04,98.06,107.98,57.34,0.624326865,0.000304838,0.000304838,*,NBPF14,XP_047276534.1;NP_056198.2;NP_056198.2;AAO15400.1;KAI2518861.1;NP_001034792.4;CAH73996.1;AAD20027.1;NP_001382560.1,"neuroblastoma breakpoint family member 9 isoform X2 [Homo sapiens];neuroblastoma breakpoint family member 14 [Homo sapiens];neuroblastoma breakpoint family member 14 isoform 1 [Homo sapiens];AG4, partial [Homo sapiens];NBPF member 19, partial [Homo sapiens] &gt;KAI4082382.1 NBPF member 19, partial [Homo sapiens];neuroblastoma breakpoint family member 10 isoform b [Homo sapiens];novel protein, partial [Homo sapiens];Unknown, partial [Homo sapiens];neuroblastoma breakpoint family member 14 isoform 2 [Homo sapiens]",GO:0003723;GO:0005737,RNA binding;cytoplasm,-,-,-,-,-,-,-,sp|Q6P3W6|NBPFA_HUMAN;sp|Q3BBV2|NBPF8_HUMAN;sp|Q5TI25|NBPFE_HUMAN;sp|A0A087WUL8|NBPFJ_HUMAN;sp|Q8N660|NBPFF_HUMAN;sp|P0DPF3|NBPF9_HUMAN,NBPF family member NBPF10 OS=Homo sapiens OX=9606 GN=NBPF10 PE=3 SV=3;NBPF family member NBPF8 OS=Homo sapiens OX=9606 GN=NBPF8 PE=2 SV=2;NBPF family member NBPF14 OS=Homo sapiens OX=9606 GN=NBPF14 PE=1 SV=3;Neuroblastoma breakpoint family member 19 OS=Homo sapiens OX=9606 GN=NBPF19 PE=5 SV=1;NBPF family member NBPF15 OS=Homo sapiens OX=9606 GN=NBPF15 PE=2 SV=2;NBPF family member NBPF9 OS=Homo sapiens OX=9606 GN=NBPF9 PE=2 SV=1
NBPF19,567,103.92,56.43,39.56,27.43,39.52,67.3,0.757537157,2.34E-05,2.34E-05,*,NBPF19,CAM28241.1;AAO15400.1;AAO15403.1;XP_032004516.1;AAO15405.1;KAI2518680.1;BAA86559.2;BAF85355.1;AAO15402.1;AAO15401.1;PNI11287.1;KAI2518856.1;KAI2518860.1;NP_001338294.1,"novel protein, partial [Homo sapiens];AG4, partial [Homo sapiens];AG1, partial [Homo sapiens];neuroblastoma breakpoint family member 3-like, partial [Hylobates moloch];AG8, partial [Homo sapiens];NBPF member 26 [Homo sapiens];KIAA1245 protein, partial [Homo sapiens];unnamed protein product [Homo sapiens];AG11, partial [Homo sapiens];AG6, partial [Homo sapiens];T0196183 isoform 1 [Pan troglodytes];hypothetical protein KI723_011905 [Homo sapiens] &gt;KAI2518857.1 NBPF member 19 [Homo sapiens];NBPF member 19 [Homo sapiens] &gt;KAI4082381.1 NBPF member 19 [Homo sapiens];neuroblastoma breakpoint family member 19 [Homo sapiens]",GO:0005737;GO:0003723,cytoplasm;RNA binding,-,-,-,-,-,-,-,sp|Q8N660|NBPFF_HUMAN;sp|P0DPF3|NBPF9_HUMAN;sp|Q5TI25|NBPFE_HUMAN;sp|B4DH59|NBPFP_HUMAN;sp|A0A087WUL8|NBPFJ_HUMAN;sp|A0A087WUL8|NBPFJ_HUMAN;sp|Q3BBV2|NBPF8_HUMAN;sp|Q6P3W6|NBPFA_HUMAN,NBPF family member NBPF15 OS=Homo sapiens OX=9606 GN=NBPF15 PE=2 SV=2;NBPF family member NBPF9 OS=Homo sapiens OX=9606 GN=NBPF9 PE=2 SV=1;NBPF family member NBPF14 OS=Homo sapiens OX=9606 GN=NBPF14 PE=1 SV=3;NBPF family member NBPF26 OS=Homo sapiens OX=9606 GN=NBPF26 PE=1 SV=2;Neuroblastoma breakpoint family member 19 OS=Homo sapiens OX=9606 GN=NBPF19 PE=5 SV=1;NBPF family member NBPF19 OS=Homo sapiens OX=9606 GN=NBPF19 PE=3 SV=1;NBPF family member NBPF8 OS=Homo sapiens OX=9606 GN=NBPF8 PE=2 SV=2;NBPF family member NBPF10 OS=Homo sapiens OX=9606 GN=NBPF10 PE=3 SV=3
